Gene_set	Term	P-value	Adjusted P-value	Old P-value	Old adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2023	Positive Regulation Of Endoplasmic Reticulum Stress-Induced Intrinsic Apoptotic Signaling Pathway (GO:1902237)	6.090183e-02	2.179132e-01	0	0	1.904607e+01	5.330029e+01	PMAIP1
GO_Biological_Process_2023	Positive Regulation Of Gastrulation (GO:2000543)	6.090183e-02	2.179132e-01	0	0	1.904607e+01	5.330029e+01	LHX1
GO_Biological_Process_2023	Positive Regulation Of Lamellipodium Morphogenesis (GO:2000394)	6.090183e-02	2.179132e-01	0	0	1.904607e+01	5.330029e+01	VIL1
GO_Biological_Process_2023	Positive Regulation Of Striated Muscle Contraction (GO:0045989)	6.090183e-02	2.179132e-01	0	0	1.904607e+01	5.330029e+01	ATP2A1
GO_Biological_Process_2023	Positive Regulation Of Synaptic Plasticity (GO:0031915)	6.090183e-02	2.179132e-01	0	0	1.904607e+01	5.330029e+01	CDC20
GO_Biological_Process_2023	Regulation Of ATPase-coupled Calcium Transmembrane Transporter Activity (GO:1901894)	6.090183e-02	2.179132e-01	0	0	1.904607e+01	5.330029e+01	VMP1
GO_Biological_Process_2023	Exocytosis (GO:0006887)	6.101749e-02	2.179132e-01	0	0	3.452758e+00	9.655966e+00	RAB26;SYNGR3;STX1A
GO_Biological_Process_2023	Regulation Of MAPK Cascade (GO:0043408)	6.104318e-02	2.179132e-01	0	0	2.429699e+00	6.793862e+00	CCNA2;GREM1;LEP;FAM83D;EPHB1
GO_Biological_Process_2023	Axonal Transport (GO:0098930)	6.230620e-02	2.204360e-01	0	0	5.156558e+00	1.431303e+01	KIF4A;NEFL
GO_Biological_Process_2023	Carboxylic Acid Transmembrane Transport (GO:1905039)	6.230620e-02	2.204360e-01	0	0	5.156558e+00	1.431303e+01	SLC7A11;SLC16A9
GO_Biological_Process_2023	Sensory Perception Of Bitter Taste (GO:0050913)	6.230620e-02	2.204360e-01	0	0	5.156558e+00	1.431303e+01	CST1;CA6
GO_Biological_Process_2023	Negative Regulation Of Cell-Substrate Adhesion (GO:0010812)	6.230620e-02	2.204360e-01	0	0	5.156558e+00	1.431303e+01	CDKN2A;SPOCK1
GO_Biological_Process_2023	Regulation Of Double-Strand Break Repair (GO:2000779)	6.272866e-02	2.214364e-01	0	0	3.411560e+00	9.446394e+00	CHEK1;TWIST1;FOXM1
GO_Biological_Process_2023	Regulation Of Cell Adhesion (GO:0030155)	6.429541e-02	2.225570e-01	0	0	2.732228e+00	7.497962e+00	FRMD5;TNFRSF18;KIF14;FUT2
GO_Biological_Process_2023	Positive Regulation Of Cell Migration (GO:0030335)	6.450196e-02	2.225570e-01	0	0	2.177417e+00	5.968431e+00	VIL1;CCNA2;FERMT1;ARHGEF39;TNFRSF18;TWIST1
GO_Biological_Process_2023	Retinoid Metabolic Process (GO:0001523)	6.514697e-02	2.225570e-01	0	0	5.020721e+00	1.371214e+01	AKR1B10;LRP8
GO_Biological_Process_2023	Positive Regulation Of Ossification (GO:0045778)	6.514697e-02	2.225570e-01	0	0	5.020721e+00	1.371214e+01	TFAP2A;CCNA2
GO_Biological_Process_2023	Protein Localization To Chromosome (GO:0034502)	6.514697e-02	2.225570e-01	0	0	5.020721e+00	1.371214e+01	PLK1;CENPA
GO_Biological_Process_2023	Regulation Of Epithelial Cell Proliferation (GO:0050678)	6.621718e-02	2.225570e-01	0	0	3.332038e+00	9.045868e+00	UHRF1;LEP;FUT2
GO_Biological_Process_2023	Sensory Perception Of Mechanical Stimulus (GO:0050954)	6.621718e-02	2.225570e-01	0	0	3.332038e+00	9.045868e+00	TFAP2A;COL11A1;BIRC5
GO_Biological_Process_2023	Synaptic Vesicle Exocytosis (GO:0016079)	6.803036e-02	2.225570e-01	0	0	4.891850e+00	1.314832e+01	SYT7;STX1A
GO_Biological_Process_2023	Positive Regulation Of Neuron Projection Development (GO:0010976)	6.979268e-02	2.225570e-01	0	0	3.256130e+00	8.668556e+00	FUT9;GPC2;LRP8
GO_Biological_Process_2023	Regulation Of Chaperone-Mediated Autophagy (GO:1904714)	7.068621e-02	2.225570e-01	0	0	1.587129e+01	4.205106e+01	EEF1A2
GO_Biological_Process_2023	Regulation Of Chromosome Condensation (GO:0060623)	7.068621e-02	2.225570e-01	0	0	1.587129e+01	4.205106e+01	NCAPG
GO_Biological_Process_2023	DNA Ligation (GO:0006266)	7.068621e-02	2.225570e-01	0	0	1.587129e+01	4.205106e+01	TOP2A
GO_Biological_Process_2023	IMP Biosynthetic Process (GO:0006188)	7.068621e-02	2.225570e-01	0	0	1.587129e+01	4.205106e+01	PAICS
GO_Biological_Process_2023	Regulation Of Hydrogen Peroxide-Induced Cell Death (GO:1903205)	7.068621e-02	2.225570e-01	0	0	1.587129e+01	4.205106e+01	PYCR1
GO_Biological_Process_2023	Regulation Of Response To Wounding (GO:1903034)	7.068621e-02	2.225570e-01	0	0	1.587129e+01	4.205106e+01	VIL1
GO_Biological_Process_2023	Cellular Response To Leptin Stimulus (GO:0044320)	7.068621e-02	2.225570e-01	0	0	1.587129e+01	4.205106e+01	LEP
GO_Biological_Process_2023	Regulation Of Wound Healing, Spreading Of Epidermal Cells (GO:1903689)	7.068621e-02	2.225570e-01	0	0	1.587129e+01	4.205106e+01	FERMT1
GO_Biological_Process_2023	Cobalamin Transport (GO:0015889)	7.068621e-02	2.225570e-01	0	0	1.587129e+01	4.205106e+01	TCN1
GO_Biological_Process_2023	Somatic Hypermutation Of Immunoglobulin Genes (GO:0016446)	7.068621e-02	2.225570e-01	0	0	1.587129e+01	4.205106e+01	POLQ
GO_Biological_Process_2023	Establishment Of Centrosome Localization (GO:0051660)	7.068621e-02	2.225570e-01	0	0	1.587129e+01	4.205106e+01	MAD2L1
GO_Biological_Process_2023	Sulfur Amino Acid Transport (GO:0000101)	7.068621e-02	2.225570e-01	0	0	1.587129e+01	4.205106e+01	SLC7A11
GO_Biological_Process_2023	Telomeric D-loop Disassembly (GO:0061820)	7.068621e-02	2.225570e-01	0	0	1.587129e+01	4.205106e+01	RECQL4
GO_Biological_Process_2023	Fructose Transmembrane Transport (GO:0015755)	7.068621e-02	2.225570e-01	0	0	1.587129e+01	4.205106e+01	SLC2A5
GO_Biological_Process_2023	Histone H2A K63-linked Deubiquitination (GO:0070537)	7.068621e-02	2.225570e-01	0	0	1.587129e+01	4.205106e+01	DEPDC1B
GO_Biological_Process_2023	Intermediate Filament Bundle Assembly (GO:0045110)	7.068621e-02	2.225570e-01	0	0	1.587129e+01	4.205106e+01	NEFL
GO_Biological_Process_2023	Kidney Epithelium Development (GO:0072073)	7.068621e-02	2.225570e-01	0	0	1.587129e+01	4.205106e+01	SALL1
GO_Biological_Process_2023	Multi-Ciliated Epithelial Cell Differentiation (GO:1903251)	7.068621e-02	2.225570e-01	0	0	1.587129e+01	4.205106e+01	PLK4
GO_Biological_Process_2023	Negative Regulation Of SMAD Protein Signal Transduction (GO:0060392)	7.068621e-02	2.225570e-01	0	0	1.587129e+01	4.205106e+01	CILP
GO_Biological_Process_2023	Negative Regulation Of Appetite (GO:0032099)	7.068621e-02	2.225570e-01	0	0	1.587129e+01	4.205106e+01	LEP
GO_Biological_Process_2023	Negative Regulation Of Glucose Import (GO:0046325)	7.068621e-02	2.225570e-01	0	0	1.587129e+01	4.205106e+01	LEP
GO_Biological_Process_2023	Negative Regulation Of Leukocyte Proliferation (GO:0070664)	7.068621e-02	2.225570e-01	0	0	1.587129e+01	4.205106e+01	GREM1
GO_Biological_Process_2023	Negative Regulation Of Mitochondrial Membrane Potential (GO:0010917)	7.068621e-02	2.225570e-01	0	0	1.587129e+01	4.205106e+01	PMAIP1
GO_Biological_Process_2023	Negative Regulation Of Osteoblast Proliferation (GO:0033689)	7.068621e-02	2.225570e-01	0	0	1.587129e+01	4.205106e+01	GREM1
GO_Biological_Process_2023	Negative Regulation Of Peptidyl-Lysine Acetylation (GO:2000757)	7.068621e-02	2.225570e-01	0	0	1.587129e+01	4.205106e+01	TWIST1
GO_Biological_Process_2023	Neuron Fate Specification (GO:0048665)	7.068621e-02	2.225570e-01	0	0	1.587129e+01	4.205106e+01	POU3F2
GO_Biological_Process_2023	Nucleobase-Containing Small Molecule Interconversion (GO:0015949)	7.068621e-02	2.225570e-01	0	0	1.587129e+01	4.205106e+01	AK4
GO_Biological_Process_2023	Osteoblast Development (GO:0002076)	7.068621e-02	2.225570e-01	0	0	1.587129e+01	4.205106e+01	PTHLH
GO_Biological_Process_2023	Peptidyl-Proline Hydroxylation To 4-hydroxy-L-proline (GO:0018401)	7.068621e-02	2.225570e-01	0	0	1.587129e+01	4.205106e+01	EGLN3
GO_Biological_Process_2023	Positive Regulation Of Chromosome Condensation (GO:1905821)	7.068621e-02	2.225570e-01	0	0	1.587129e+01	4.205106e+01	NCAPG
GO_Biological_Process_2023	Positive Regulation Of Dendritic Spine Morphogenesis (GO:0061003)	7.068621e-02	2.225570e-01	0	0	1.587129e+01	4.205106e+01	LRP8
GO_Biological_Process_2023	Positive Regulation Of Epithelial Tube Formation (GO:1905278)	7.068621e-02	2.225570e-01	0	0	1.587129e+01	4.205106e+01	GDNF
GO_Biological_Process_2023	Positive Regulation Of Fatty Acid Beta-Oxidation (GO:0032000)	7.068621e-02	2.225570e-01	0	0	1.587129e+01	4.205106e+01	TWIST1
GO_Biological_Process_2023	Positive Regulation Of Isomerase Activity (GO:0010912)	7.068621e-02	2.225570e-01	0	0	1.587129e+01	4.205106e+01	UHRF1
GO_Biological_Process_2023	Positive Regulation Of Myeloid Cell Apoptotic Process (GO:0033034)	7.068621e-02	2.225570e-01	0	0	1.587129e+01	4.205106e+01	CDKN2A
GO_Biological_Process_2023	Positive Regulation Of Tooth Mineralization (GO:0070172)	7.068621e-02	2.225570e-01	0	0	1.587129e+01	4.205106e+01	TFAP2A
GO_Biological_Process_2023	Protein K27-linked Ubiquitination (GO:0044314)	7.068621e-02	2.225570e-01	0	0	1.587129e+01	4.205106e+01	UBE2T
GO_Biological_Process_2023	Protein K29-linked Ubiquitination (GO:0035519)	7.068621e-02	2.225570e-01	0	0	1.587129e+01	4.205106e+01	UBE2T
GO_Biological_Process_2023	Proximal/Distal Pattern Formation (GO:0009954)	7.068621e-02	2.225570e-01	0	0	1.587129e+01	4.205106e+01	HOXB9
GO_Biological_Process_2023	Pyrimidine Nucleobase Catabolic Process (GO:0006208)	7.068621e-02	2.225570e-01	0	0	1.587129e+01	4.205106e+01	DPYSL5
GO_Biological_Process_2023	DNA-templated DNA Replication Maintenance Of Fidelity (GO:0045005)	7.095517e-02	2.225570e-01	0	0	4.769423e+00	1.261850e+01	EME1;DONSON
GO_Biological_Process_2023	Amino Acid Transmembrane Transport (GO:0003333)	7.095517e-02	2.225570e-01	0	0	4.769423e+00	1.261850e+01	SFXN1;SLC7A11
GO_Biological_Process_2023	Branching Morphogenesis Of An Epithelial Tube (GO:0048754)	7.095517e-02	2.225570e-01	0	0	4.769423e+00	1.261850e+01	SALL1;GDNF
GO_Biological_Process_2023	Detection Of Chemical Stimulus Involved In Sensory Perception Of Taste (GO:0050912)	7.095517e-02	2.225570e-01	0	0	4.769423e+00	1.261850e+01	CST1;CA6
GO_Biological_Process_2023	Skeletal System Morphogenesis (GO:0048705)	7.095517e-02	2.225570e-01	0	0	4.769423e+00	1.261850e+01	TFAP2A;HOXB9
GO_Biological_Process_2023	Positive Regulation Of Biomineral Tissue Development (GO:0070169)	7.095517e-02	2.225570e-01	0	0	4.769423e+00	1.261850e+01	TFAP2A;CCNA2
GO_Biological_Process_2023	Positive Regulation Of Neuron Differentiation (GO:0045666)	7.095517e-02	2.225570e-01	0	0	4.769423e+00	1.261850e+01	DLX1;ECT2
GO_Biological_Process_2023	Positive Regulation Of Cell Differentiation (GO:0045597)	7.104973e-02	2.225570e-01	0	0	2.120763e+00	5.608093e+00	CCNA2;DLX1;GDNF;TWIST1;ECT2;EZH2
GO_Biological_Process_2023	Sensory Perception Of Sound (GO:0007605)	7.161257e-02	2.238775e-01	0	0	3.219456e+00	8.488046e+00	TFAP2A;COL11A1;BIRC5
GO_Biological_Process_2023	Regulation Of Endothelial Cell Proliferation (GO:0001936)	7.345362e-02	2.288351e-01	0	0	3.183596e+00	8.312692e+00	LEP;FUT2;SULF1
GO_Biological_Process_2023	Protein Ubiquitination (GO:0016567)	7.367313e-02	2.288351e-01	0	0	1.867160e+00	4.869771e+00	DEPDC1B;UBE2C;UHRF1;UBE2T;PLK1;UBE2QL1;PRAME;FBXO32
GO_Biological_Process_2023	Ephrin Receptor Signaling Pathway (GO:0048013)	7.392023e-02	2.288351e-01	0	0	4.652967e+00	1.211990e+01	EPHA10;EPHB1
GO_Biological_Process_2023	Synaptic Vesicle Recycling (GO:0036465)	7.392023e-02	2.288351e-01	0	0	4.652967e+00	1.211990e+01	SYT7;STX1A
GO_Biological_Process_2023	Negative Regulation Of BMP Signaling Pathway (GO:0030514)	7.392023e-02	2.288351e-01	0	0	4.652967e+00	1.211990e+01	GREM1;DLX1
GO_Biological_Process_2023	Regulation Of Cellular Component Organization (GO:0051128)	7.513524e-02	2.317967e-01	0	0	2.583969e+00	6.688515e+00	HJURP;KIF14;SPOCK1;MKI67
GO_Biological_Process_2023	Positive Regulation Of Transmembrane Receptor Protein Serine/Threonine Kinase Signaling Pathway (GO:0090100)	7.531564e-02	2.317967e-01	0	0	3.148525e+00	8.142298e+00	CCNA2;TTK;SULF1
GO_Biological_Process_2023	Recombinational Repair (GO:0000725)	7.531564e-02	2.317967e-01	0	0	3.148525e+00	8.142298e+00	RECQL4;RMI2;XRCC2
GO_Biological_Process_2023	Bone Development (GO:0060348)	7.692439e-02	2.320305e-01	0	0	4.542057e+00	1.165007e+01	TFAP2A;SULF1
GO_Biological_Process_2023	Negative Regulation Of Immune System Process (GO:0002683)	7.692439e-02	2.320305e-01	0	0	4.542057e+00	1.165007e+01	COL3A1;LGR4
GO_Biological_Process_2023	Positive Regulation Of Protein-Containing Complex Assembly (GO:0031334)	7.910178e-02	2.320305e-01	0	0	3.080645e+00	7.815658e+00	FERMT1;DEPDC1B;CXCL13
GO_Biological_Process_2023	Epidermal Growth Factor Receptor Signaling Pathway (GO:0007173)	7.996652e-02	2.320305e-01	0	0	4.436306e+00	1.120676e+01	VIL1;FAM83A
GO_Biological_Process_2023	Protein Monoubiquitination (GO:0006513)	7.996652e-02	2.320305e-01	0	0	4.436306e+00	1.120676e+01	UHRF1;UBE2T
GO_Biological_Process_2023	DNA Topological Change (GO:0006265)	8.036891e-02	2.320305e-01	0	0	1.360359e+01	3.429639e+01	TOP2A
GO_Biological_Process_2023	GMP Metabolic Process (GO:0046037)	8.036891e-02	2.320305e-01	0	0	1.360359e+01	3.429639e+01	PAICS
GO_Biological_Process_2023	Regulation Of Nephron Tubule Epithelial Cell Differentiation (GO:0072182)	8.036891e-02	2.320305e-01	0	0	1.360359e+01	3.429639e+01	LHX1
GO_Biological_Process_2023	Regulation Of Sister Chromatid Cohesion (GO:0007063)	8.036891e-02	2.320305e-01	0	0	1.360359e+01	3.429639e+01	BUB1
GO_Biological_Process_2023	Commissural Neuron Axon Guidance (GO:0071679)	8.036891e-02	2.320305e-01	0	0	1.360359e+01	3.429639e+01	GDNF
GO_Biological_Process_2023	Response To Leptin (GO:0044321)	8.036891e-02	2.320305e-01	0	0	1.360359e+01	3.429639e+01	LEP
GO_Biological_Process_2023	Dehydroascorbic Acid Transport (GO:0070837)	8.036891e-02	2.320305e-01	0	0	1.360359e+01	3.429639e+01	SLC2A1
GO_Biological_Process_2023	Detection Of Mechanical Stimulus Involved In Sensory Perception Of Sound (GO:0050910)	8.036891e-02	2.320305e-01	0	0	1.360359e+01	3.429639e+01	COL11A1
GO_Biological_Process_2023	Embryonic Forelimb Morphogenesis (GO:0035115)	8.036891e-02	2.320305e-01	0	0	1.360359e+01	3.429639e+01	TFAP2A
GO_Biological_Process_2023	Error-Prone Translesion Synthesis (GO:0042276)	8.036891e-02	2.320305e-01	0	0	1.360359e+01	3.429639e+01	POLE2
GO_Biological_Process_2023	Tyrosine Phosphorylation Of STAT Protein (GO:0007260)	8.036891e-02	2.320305e-01	0	0	1.360359e+01	3.429639e+01	LEP
GO_Biological_Process_2023	Vitamin K Metabolic Process (GO:0042373)	8.036891e-02	2.320305e-01	0	0	1.360359e+01	3.429639e+01	NQO1
GO_Biological_Process_2023	Leptin-Mediated Signaling Pathway (GO:0033210)	8.036891e-02	2.320305e-01	0	0	1.360359e+01	3.429639e+01	LEP
GO_Biological_Process_2023	Mesodermal Cell Differentiation (GO:0048333)	8.036891e-02	2.320305e-01	0	0	1.360359e+01	3.429639e+01	HMGA2
GO_Biological_Process_2023	Negative Regulation Of Chromosome Organization (GO:2001251)	8.036891e-02	2.320305e-01	0	0	1.360359e+01	3.429639e+01	TOP2A
GO_Biological_Process_2023	Negative Regulation Of Membrane Potential (GO:0045837)	8.036891e-02	2.320305e-01	0	0	1.360359e+01	3.429639e+01	PMAIP1
GO_Biological_Process_2023	Negative Regulation Of Mitotic Nuclear Division (GO:0045839)	8.036891e-02	2.320305e-01	0	0	1.360359e+01	3.429639e+01	CHEK1
GO_Biological_Process_2023	Negative Regulation Of Transcription By Competitive Promoter Binding (GO:0010944)	8.036891e-02	2.320305e-01	0	0	1.360359e+01	3.429639e+01	TFAP2A
GO_Biological_Process_2023	Negative Regulation Of Transporter Activity (GO:0032410)	8.036891e-02	2.320305e-01	0	0	1.360359e+01	3.429639e+01	TWIST1
GO_Biological_Process_2023	Negative Regulation Of Ubiquitin Protein Ligase Activity (GO:1904667)	8.036891e-02	2.320305e-01	0	0	1.360359e+01	3.429639e+01	MAD2L1
GO_Biological_Process_2023	Nuclear Membrane Disassembly (GO:0051081)	8.036891e-02	2.320305e-01	0	0	1.360359e+01	3.429639e+01	PLK1
GO_Biological_Process_2023	Nucleic Acid Transport (GO:0050657)	8.036891e-02	2.320305e-01	0	0	1.360359e+01	3.429639e+01	RBFOX1
GO_Biological_Process_2023	Positive Regulation Of Actin Cytoskeleton Reorganization (GO:2000251)	8.036891e-02	2.320305e-01	0	0	1.360359e+01	3.429639e+01	BAIAP2L2
GO_Biological_Process_2023	Positive Regulation Of Calcium Ion-Dependent Exocytosis (GO:0045956)	8.036891e-02	2.320305e-01	0	0	1.360359e+01	3.429639e+01	STX1A
GO_Biological_Process_2023	Positive Regulation Of Inositol Phosphate Biosynthetic Process (GO:0060732)	8.036891e-02	2.320305e-01	0	0	1.360359e+01	3.429639e+01	P2RY6
GO_Biological_Process_2023	Positive Regulation Of Monocyte Chemotactic Protein-1 Production (GO:0071639)	8.036891e-02	2.320305e-01	0	0	1.360359e+01	3.429639e+01	TWIST1
GO_Biological_Process_2023	Positive Regulation Of Synapse Maturation (GO:0090129)	8.036891e-02	2.320305e-01	0	0	1.360359e+01	3.429639e+01	CDC20
GO_Biological_Process_2023	Pyrimidine-Containing Compound Catabolic Process (GO:0072529)	8.036891e-02	2.320305e-01	0	0	1.360359e+01	3.429639e+01	DPYSL5
GO_Biological_Process_2023	Regulation Of DNA-templated Transcription Initiation (GO:2000142)	8.036891e-02	2.320305e-01	0	0	1.360359e+01	3.429639e+01	TWIST1
GO_Biological_Process_2023	Positive Regulation Of Protein Modification Process (GO:0031401)	8.236554e-02	2.373625e-01	0	0	2.214812e+00	5.529474e+00	CCNA2;CDCA2;LEP;CDCA8;BIRC5
GO_Biological_Process_2023	Epithelial To Mesenchymal Transition (GO:0001837)	8.304551e-02	2.388877e-01	0	0	4.335361e+00	1.078797e+01	HMGA2;FAM83D
GO_Biological_Process_2023	Protein Complex Oligomerization (GO:0051259)	8.493310e-02	2.396737e-01	0	0	2.984128e+00	7.358536e+00	POLQ;ECT2;FOXM1
GO_Biological_Process_2023	Myelination (GO:0042552)	8.616027e-02	2.396737e-01	0	0	4.238903e+00	1.039187e+01	SCN8A;KLK6
GO_Biological_Process_2023	Neurogenesis (GO:0022008)	8.616027e-02	2.396737e-01	0	0	4.238903e+00	1.039187e+01	SPOCK1;EPHB1
GO_Biological_Process_2023	Positive Regulation Of Epithelial To Mesenchymal Transition (GO:0010718)	8.616027e-02	2.396737e-01	0	0	4.238903e+00	1.039187e+01	TWIST1;EZH2
GO_Biological_Process_2023	Regulation Of DNA Binding (GO:0051101)	8.616027e-02	2.396737e-01	0	0	4.238903e+00	1.039187e+01	HJURP;HMGA2
GO_Biological_Process_2023	Cellular Response To Radiation (GO:0071478)	8.930972e-02	2.396737e-01	0	0	4.146639e+00	1.001681e+01	DEPDC1B;ECT2
GO_Biological_Process_2023	mRNA Stabilization (GO:0048255)	8.930972e-02	2.396737e-01	0	0	4.146639e+00	1.001681e+01	GDNF;IGF2BP3
GO_Biological_Process_2023	Microtubule Bundle Formation (GO:0001578)	8.930972e-02	2.396737e-01	0	0	4.146639e+00	1.001681e+01	PLK1;TRIM46
GO_Biological_Process_2023	Oligosaccharide Metabolic Process (GO:0009311)	8.930972e-02	2.396737e-01	0	0	4.146639e+00	1.001681e+01	FUT9;FUT2
GO_Biological_Process_2023	Positive Regulation Of Nervous System Development (GO:0051962)	8.930972e-02	2.396737e-01	0	0	4.146639e+00	1.001681e+01	SRPX2;EPHB1
GO_Biological_Process_2023	Protein Autophosphorylation (GO:0046777)	8.988908e-02	2.396737e-01	0	0	2.419759e+00	5.829632e+00	MELK;INSRR;NEK2;EPHB1
GO_Biological_Process_2023	AMP Metabolic Process (GO:0046033)	8.995099e-02	2.396737e-01	0	0	1.190281e+01	2.866781e+01	AK4
GO_Biological_Process_2023	Regulation Of Hair Cycle (GO:0042634)	8.995099e-02	2.396737e-01	0	0	1.190281e+01	2.866781e+01	EPS8L3
GO_Biological_Process_2023	Regulation Of Leukocyte Mediated Cytotoxicity (GO:0001910)	8.995099e-02	2.396737e-01	0	0	1.190281e+01	2.866781e+01	LEP
GO_Biological_Process_2023	Adrenal Gland Development (GO:0030325)	8.995099e-02	2.396737e-01	0	0	1.190281e+01	2.866781e+01	SALL1
GO_Biological_Process_2023	Regulation Of Natural Killer Cell Proliferation (GO:0032817)	8.995099e-02	2.396737e-01	0	0	1.190281e+01	2.866781e+01	LEP
GO_Biological_Process_2023	Cell Differentiation In Spinal Cord (GO:0021515)	8.995099e-02	2.396737e-01	0	0	1.190281e+01	2.866781e+01	LHX1
GO_Biological_Process_2023	Cell Differentiation Involved In Metanephros Development (GO:0072202)	8.995099e-02	2.396737e-01	0	0	1.190281e+01	2.866781e+01	SALL1
GO_Biological_Process_2023	Regulation Of Smooth Muscle Cell Apoptotic Process (GO:0034391)	8.995099e-02	2.396737e-01	0	0	1.190281e+01	2.866781e+01	CDKN2A
GO_Biological_Process_2023	Cellular Response To Purine-Containing Compound (GO:0071415)	8.995099e-02	2.396737e-01	0	0	1.190281e+01	2.866781e+01	P2RY6
GO_Biological_Process_2023	Ectoderm Development (GO:0007398)	8.995099e-02	2.396737e-01	0	0	1.190281e+01	2.866781e+01	LHX1
GO_Biological_Process_2023	Sequestering Of Extracellular Ligand From Receptor (GO:0035581)	8.995099e-02	2.396737e-01	0	0	1.190281e+01	2.866781e+01	GREM1
GO_Biological_Process_2023	Synaptic Vesicle Fusion To Presynaptic Active Zone Membrane (GO:0031629)	8.995099e-02	2.396737e-01	0	0	1.190281e+01	2.866781e+01	STX1A
GO_Biological_Process_2023	Forelimb Morphogenesis (GO:0035136)	8.995099e-02	2.396737e-01	0	0	1.190281e+01	2.866781e+01	TFAP2A
GO_Biological_Process_2023	Telomeric Loop Disassembly (GO:0090657)	8.995099e-02	2.396737e-01	0	0	1.190281e+01	2.866781e+01	RECQL4
GO_Biological_Process_2023	Histone Ubiquitination (GO:0016574)	8.995099e-02	2.396737e-01	0	0	1.190281e+01	2.866781e+01	UHRF1
GO_Biological_Process_2023	Long-Chain Fatty Acid Import Into Cell (GO:0044539)	8.995099e-02	2.396737e-01	0	0	1.190281e+01	2.866781e+01	SLC2A1
GO_Biological_Process_2023	Mesenchymal To Epithelial Transition (GO:0060231)	8.995099e-02	2.396737e-01	0	0	1.190281e+01	2.866781e+01	SALL1
GO_Biological_Process_2023	Mitochondrial DNA Replication (GO:0006264)	8.995099e-02	2.396737e-01	0	0	1.190281e+01	2.866781e+01	POLG2
GO_Biological_Process_2023	Motor Neuron Axon Guidance (GO:0008045)	8.995099e-02	2.396737e-01	0	0	1.190281e+01	2.866781e+01	LHX1
GO_Biological_Process_2023	Negative Regulation Of Phosphatidylinositol 3-Kinase Signaling (GO:0014067)	8.995099e-02	2.396737e-01	0	0	1.190281e+01	2.866781e+01	TWIST1
